date,device,power_usage,temperature
2024-12-10,Bajaj Majesty RX14,0.0237,28.25
2024-03-06,Samsung WA65A4002,0.015,30.79
2024-08-06,TP-Link Archer C6,0.0004,30.55
2024-08-13,Prestige PKOSS 1.5,0.0186,27.09
2025-02-03,Panasonic NN-ST34,0.0226,30.22
2025-07-15,Panasonic F-M12D3,0.0014,31.68
2024-10-30,Dell P2422H,0.0018,28.99
2025-11-06,Samsung UA43T5400,0.0058,30.03
2025-11-02,Dell Inspiron 3520,0.0019,34.53
2025-11-09,LG KS-Q18,0.053,36.59
2025-06-08,Prestige PKOSS 1.5,0.0424,31.87
2026-01-03,Panasonic NN-ST34,0.0384,31.48
2025-11-30,TP-Link Archer C6,0.0002,24.02
2025-10-26,Usha Mist Air IC,0.0028,32.92
2025-11-13,Sony Bravia X75,0.0049,33.62
2024-12-21,Netgear R6120,0.0002,30.38
2024-05-16,TP-Link Archer C6,0.0003,29.8
2025-05-12,HP Pavilion 14,0.0031,31.15
2025-04-17,LG FHM1207,0.0098,32.28
2024-09-30,Samsung UA43T5400,0.0031,30.6
2025-07-10,Philips GC1905,0.0197,32.87
2024-10-08,Xiaomi MDY-11,0.0001,30.14
2025-02-26,Orient Aeroquiet,0.0038,31.75
2025-04-26,Bajaj MX3,0.0449,30.1
2024-08-07,Philips GC1905,0.0498,31.32
2025-11-21,Lenovo ThinkCentre M70,0.004,30.53
2024-07-27,TP-Link Archer C6,0.0005,29.55
2024-12-16,Xiaomi MDY-11,0.0007,27.11
2025-08-23,Orient Winter HC,0.0999,31.05
2025-07-08,Netgear R6120,0.0002,35.55
2024-05-14,Samsung WA65A4002,0.0174,23.34
2024-12-20,Philips Ace Saver,0.0005,30.33
2025-04-06,Orient Aeroquiet,0.0038,32.09
2024-01-22,Prestige PKOSS 1.5,0.0424,23.93
2025-07-19,Netgear R6120,0.0003,30.87
2025-04-18,Bajaj MX3,0.0404,31.56
2024-06-16,CRI MHBS,0.0267,31.16
2024-06-13,Usha Striker Galaxy,0.0017,31.35
2025-12-30,Syska SSK-BLS-9W,0.0003,31.66
2025-06-24,Philips Ace Saver,0.0002,32.03
2024-11-04,Daikin FTKF 1.5T,0.0841,25.94
2024-09-19,LG GL-T302,0.0064,31.47
2024-01-15,Samsung LF24T350,0.0005,31.03
2024-12-05,Orient Apex,0.0016,31.25
2024-11-20,Orient Winter HC,0.1075,27.36
2025-09-24,HP Pavilion 14,0.0017,30.26
2025-02-05,Daikin FTKF 1.5T,0.0469,29.83
2025-09-27,Havells Stealth Air,0.0019,29.09
2025-03-08,Panasonic NN-ST34,0.0444,26.31
2025-03-31,HP EliteDesk 800,0.0042,28.5
2024-04-03,Samsung WA65A4002,0.005,32.49
2025-05-19,Samsung RT28T,0.0062,28.62
2024-12-30,Lenovo ThinkCentre M70,0.0131,30.47
2025-08-09,TP-Link Archer C6,0.0001,35.49
2025-01-16,Samsung UA43T5400,0.0042,23.94
2025-04-28,Netgear R6120,0.0005,36.82
2024-10-09,Samsung WA65A4002,0.0181,31.24
2024-04-17,Havells Leganza,0.0014,21.26
2024-10-01,Bajaj Majesty RX14,0.0369,28.83
2024-02-03,Philips HD9306,0.0259,31.87
2025-10-09,Samsung MS23F301,0.0431,32.06
2025-10-06,LG GL-T302,0.0024,25.11
2024-06-28,Philips HD9306,0.0445,34.69
2025-10-31,Panasonic F-M12D3,0.0016,32.0
2025-02-09,Bajaj MX3,0.0402,30.81
2025-07-07,Samsung WA65A4002,0.0131,31.73
2024-05-05,Samsung EP-TA800,0.0009,28.33
2024-06-24,Samsung EP-TA800,0.0002,30.34
2024-06-23,Usha Striker Galaxy,0.0017,35.99
2025-01-17,Philips HD3119,0.0316,30.1
2024-03-03,Kirloskar Mega 54S,0.012,31.15
2024-09-23,HP EliteDesk 800,0.0114,30.88
2025-08-25,Philips Ace Saver,0.0001,33.07
2025-03-29,Philips HD3119,0.0314,30.06
2024-03-30,Kirloskar Mega 54S,0.0241,33.5
2024-03-24,Panasonic NN-ST34,0.0245,28.8
2025-02-15,LG GL-T302,0.009,35.5
2024-12-18,Havells Stealth Air,0.0042,31.96
2024-11-12,Prestige PKOSS 1.5,0.0337,29.26
2025-03-05,Samsung EP-TA800,0.0005,29.4
2024-01-27,Havells Stealth Air,0.0015,31.86
2024-11-29,Orient Aeroquiet,0.0049,27.35
2024-01-17,Syska SSK-BLS-9W,0.0004,37.65
2025-07-23,Orient Aeroquiet,0.0019,30.81
2024-04-11,Prestige PKOSS 1.5,0.0379,28.43
2025-08-05,CRI MHBS,0.0316,24.95
2025-06-17,Xiaomi MDY-11,0.0006,34.12
2024-12-31,HP Pavilion 14,0.0023,28.73
2024-04-14,Samsung RT28T,0.0055,29.63
2025-05-13,Dell OptiPlex 7090,0.0069,25.65
2025-12-03,Usha Mist Air IC,0.0024,33.98
2024-05-02,Philips Ace Saver,0.0002,31.1
2024-10-14,Philips Ace Saver,0.0003,28.5
2025-07-26,Daikin FTKF 1.5T,0.0365,32.68
2024-12-30,Usha Striker Galaxy,0.001,25.8
2025-07-15,LG KS-Q18,0.0394,28.79
2024-10-09,Kirloskar Mega 54S,0.0185,33.18
2025-08-26,Samsung MS23F301,0.0193,32.49
2024-05-03,Philips HD3119,0.0202,23.74
2024-07-01,Philips HD3119,0.0289,27.12
2024-06-11,LG 24MP60G,0.0013,32.05
2025-10-29,Orient Winter HC,0.0395,30.17
2024-10-10,Xiaomi MDY-11,0.0002,31.46
2025-03-31,Dell OptiPlex 7090,0.0097,30.39
2025-03-25,Usha Striker Galaxy,0.0021,25.2
2025-02-19,Panasonic SR-WA18,0.01,29.43
2024-04-06,Philips HD9306,0.0349,27.94
2024-10-31,TP-Link Archer C6,0.0005,24.6
2024-10-25,Orient Winter HC,0.024,26.64
2025-01-28,LG FHM1207,0.0229,26.25
2025-12-26,Panasonic NN-ST34,0.0591,25.33
2024-10-10,LG 24MP60G,0.0003,30.66
2025-06-12,Whirlpool IF INV 278,0.0074,27.86
2025-12-21,Philips GC1905,0.0504,29.69
2024-12-27,Orient Aeroquiet,0.0038,31.51
2024-06-09,Prestige PKOSS 1.5,0.0165,27.01
2025-10-13,Netgear R6120,0.0003,28.23
2024-06-22,Samsung UA43T5400,0.0009,31.83
2024-09-04,Philips HD9306,0.0544,32.53
2025-05-08,Bajaj MX3,0.0212,28.33
2025-03-17,LG KS-Q18,0.0477,30.37
2025-02-27,Bajaj MX3,0.0586,28.41
2025-08-23,Lenovo IdeaPad 3,0.0007,27.98
2025-05-12,Bajaj MX3,0.0192,26.62
2025-02-11,Xiaomi MDY-11,0.0002,24.01
2025-03-21,Samsung EP-TA800,0.0007,24.13
2024-02-02,Xiaomi MDY-11,0.0004,34.32
2025-11-15,Bajaj Majesty RX14,0.0501,32.31
2024-05-13,LG KS-Q18,0.0243,28.82
2025-10-11,HP EliteDesk 800,0.0051,30.04
2024-05-01,Panasonic F-M12D3,0.0012,35.5
2024-04-11,Bajaj Majesty RX14,0.0638,32.51
2025-10-21,Prestige PKOSS 1.5,0.085,29.41
2025-03-07,Kirloskar Mega 54S,0.0104,25.55
2025-01-29,Panasonic SR-WA18,0.0319,30.87
2024-11-02,Philips Ace Saver,0.0004,32.17
2024-12-29,Havells Stealth Air,0.0012,23.76
2025-06-23,Dell P2422H,0.0018,34.09
2024-11-08,Philips HD9306,0.0371,31.69
2024-03-07,LG GL-T302,0.0066,27.45
2024-05-10,HP Pavilion 14,0.0021,28.03
2024-03-24,Daikin FTKF 1.5T,0.1571,26.4
2024-11-21,CRI MHBS,0.0485,29.97
2025-05-11,LG 24MP60G,0.001,29.45
2025-07-16,Prestige PKOSS 1.5,0.0457,32.31
2025-07-23,Sony Bravia X75,0.0025,29.93
2024-10-13,Sony Bravia X75,0.0042,33.49
2025-12-17,Samsung LF24T350,0.0008,30.13
2025-09-04,Bajaj MX3,0.0186,26.62
2025-02-16,LG KS-Q18,0.0843,35.56
2024-10-10,Lenovo IdeaPad 3,0.0026,35.05
2025-09-16,CRI MHBS,0.0196,31.13
2025-02-17,Philips GC1905,0.0568,30.49
2024-12-04,Panasonic SR-WA18,0.0349,29.25
2024-11-05,Samsung LF24T350,0.0014,28.81
2024-01-12,Netgear R6120,0.0002,29.15
2025-12-28,LG 24MP60G,0.0009,26.46
2024-04-01,LG GL-T302,0.0056,28.74
2024-07-04,Usha Striker Galaxy,0.0015,33.55
2024-01-28,LG GL-T302,0.0023,32.3
2025-05-28,Syska SSK-BLS-9W,0.0003,26.68
2025-07-12,Samsung EP-TA800,0.0004,34.76
2025-12-25,Bajaj Majesty RX14,0.069,28.5
2024-10-10,Dell P2422H,0.0015,31.35
2025-01-18,LG FHM1207,0.0182,26.37
2024-04-24,Samsung EP-TA800,0.0003,31.6
2024-11-23,Havells Leganza,0.0008,24.73
2025-03-18,LG KS-Q18,0.0469,32.19
2024-09-29,CRI MHBS,0.0076,33.67
2025-11-20,Panasonic NN-ST34,0.0227,28.17
2025-09-19,Philips Ace Saver,0.0005,33.9
2024-04-28,Xiaomi MDY-11,0.0002,35.01
2024-04-05,Netgear R6120,0.0002,26.46
2025-02-16,LG GL-T302,0.0085,33.15
2025-04-01,Dell P2422H,0.0018,30.69
2025-11-13,HP EliteDesk 800,0.0083,24.13
2025-01-07,Samsung UA43T5400,0.0046,33.65
2024-03-06,Dell Inspiron 3520,0.0018,29.24
2025-08-07,Panasonic NN-ST34,0.0488,32.06
2025-08-29,Samsung WA65A4002,0.0095,25.85
2024-01-24,CRI MHBS,0.0126,22.34
2025-06-19,Havells Stealth Air,0.0037,26.25
2024-02-27,Prestige PKOSS 1.5,0.05,30.9
2025-09-04,Samsung UA43T5400,0.0042,33.96
2024-01-25,Panasonic NN-ST34,0.0287,30.25
2024-05-20,Bajaj MX3,0.0602,30.73
2025-11-03,Xiaomi MDY-11,0.0003,32.15
2025-06-06,Samsung MS23F301,0.0292,19.38
2024-06-20,Panasonic NN-ST34,0.0292,30.14
2024-06-02,Xiaomi MDY-11,0.0004,27.73
2024-08-15,LG KS-Q18,0.0108,31.84
2025-12-24,Bajaj MX3,0.0663,32.55
2024-01-16,Philips HD3119,0.0173,28.72
2025-06-21,Samsung MS23F301,0.0093,28.89
2024-01-16,Samsung EP-TA800,0.0003,29.31
2025-09-19,Panasonic SR-WA18,0.009,29.0
2024-01-22,Prestige PKOSS 1.5,0.0762,31.1
2024-03-17,Samsung EP-TA800,0.0004,29.37
2025-04-07,Xiaomi MDY-11,0.0001,31.55
2024-05-02,Usha Striker Galaxy,0.0018,38.5
2025-04-06,Samsung EP-TA800,0.0005,28.93
2024-04-19,Dell P2422H,0.0011,30.15
2024-12-02,Philips GC1905,0.0397,30.42
2024-12-14,Havells Stealth Air,0.0028,23.48
2025-03-22,Havells Leganza,0.0017,27.47
2024-02-15,Havells Stealth Air,0.0039,31.8
2025-12-01,CRI MHBS,0.0115,34.09
2025-02-15,Panasonic SR-WA18,0.0286,26.39
2025-01-02,Panasonic NN-ST34,0.0253,28.36
2024-01-31,CRI MHBS,0.0195,34.72
2024-05-06,CRI MHBS,0.0069,24.62
2024-07-07,Bajaj Majesty RX14,0.0564,27.31
2024-10-11,Lenovo ThinkCentre M70,0.0053,30.96
2025-11-21,Xiaomi MDY-11,0.0003,24.93
2025-02-01,Orient Winter HC,0.1039,33.24
2024-11-04,Philips HD3119,0.0166,27.98
2024-02-15,Xiaomi MDY-11,0.0002,31.22
2024-05-27,TP-Link Archer C6,0.0002,35.97
2025-12-13,Lenovo IdeaPad 3,0.0009,30.5
2024-05-12,Kirloskar Mega 54S,0.0163,27.97
2025-01-04,Dell Inspiron 3520,0.001,36.69
2025-12-02,Philips GC1905,0.0348,32.03
2025-11-27,TP-Link Archer C6,0.0007,32.43
2024-02-07,Philips Ace Saver,0.0004,29.35
2025-06-24,Philips GC1905,0.0822,30.0
2025-07-01,Whirlpool IF INV 278,0.0095,26.4
2025-04-24,Samsung UA43T5400,0.0023,28.29
2024-12-03,Kirloskar Mega 54S,0.0417,26.29
2024-07-23,Samsung LF24T350,0.0011,28.36
2024-09-10,Bajaj MX3,0.0609,30.68
2024-06-01,Philips Ace Saver,0.0003,29.17
2024-03-12,Panasonic SR-WA18,0.013,28.76
2025-11-10,Orient Aeroquiet,0.0008,24.92
2025-11-14,LG FHM1207,0.0217,36.16
2024-01-09,Bajaj Majesty RX14,0.0967,33.06
2024-12-04,CRI MHBS,0.0143,31.44
2024-05-03,Orient Aeroquiet,0.0023,29.18
2025-07-01,LG KS-Q18,0.0746,30.42
2024-08-08,Philips Ace Saver,0.0001,30.96
2024-03-22,Bosch WAK24168,0.0374,32.32
2024-12-13,Kirloskar Mega 54S,0.0087,32.21
2024-03-21,Samsung LF24T350,0.0005,26.7
2025-10-31,Samsung MS23F301,0.0165,27.82
2025-12-12,Lenovo ThinkCentre M70,0.0058,32.65
2024-06-11,Bajaj MX3,0.0181,34.49
2025-06-26,Kirloskar Mega 54S,0.0218,26.28
2024-10-29,Dell P2422H,0.0004,32.05
2026-01-02,Philips HD9306,0.0199,32.6
2024-07-27,Netgear R6120,0.0002,27.25
2025-03-30,Bajaj Majesty RX14,0.0986,24.68
2025-01-09,Prestige PKOSS 1.5,0.0223,26.04
2025-09-01,CRI MHBS,0.0231,33.16
2024-10-19,ASUS VivoBook 15,0.0024,26.77
2024-08-18,Orient Winter HC,0.0589,33.07
2024-11-15,Usha Mist Air IC,0.0009,34.75
2025-12-23,Dell Inspiron 3520,0.0019,27.22
2025-09-27,Samsung UA43T5400,0.0035,35.64
2024-04-04,ASUS VivoBook 15,0.0008,29.94
2025-08-23,Lenovo ThinkCentre M70,0.0048,27.18
2024-10-03,Philips GC1905,0.0477,31.49
2025-04-26,Philips HD3119,0.0158,30.91
2024-10-04,Netgear R6120,0.0003,27.03
2024-12-30,LG GL-T302,0.0039,32.91
2024-02-03,Philips HD9306,0.0139,27.7
2024-12-19,LG KS-Q18,0.0373,30.56
2025-02-12,Bosch WAK24168,0.0229,32.0
2024-10-03,Philips HD3119,0.0271,28.24
2025-04-15,Philips Ace Saver,0.0002,32.33
2025-11-14,Bajaj Majesty RX14,0.063,31.82
2024-08-19,Samsung EP-TA800,0.0003,31.37
2024-03-26,Bajaj MX3,0.052,25.93
2024-07-30,Sony Bravia X75,0.001,35.42
2025-09-12,Bajaj MX3,0.0422,30.23
2024-03-02,Daikin FTKF 1.5T,0.0471,28.97
2024-07-15,Samsung RT28T,0.0057,32.05
2024-04-02,CRI MHBS,0.0377,27.97
2025-12-17,Kirloskar Mega 54S,0.0116,30.19
2025-06-18,LG 43LM5650,0.0053,31.32
2025-10-19,Samsung MS23F301,0.0199,32.43
2024-03-08,HP EliteDesk 800,0.0068,27.88
2024-11-14,LG GL-T302,0.0051,30.99
2025-03-01,LG GL-T302,0.0128,25.05
2025-01-21,Panasonic NN-ST34,0.0395,28.6
2025-04-05,CRI MHBS,0.0268,35.49
2024-09-15,Dell Inspiron 3520,0.0005,27.31
2024-10-27,Xiaomi MDY-11,0.0003,32.21
2025-02-10,Philips GC1905,0.0278,32.99
2025-09-11,Syska SSK-BLS-9W,0.0001,28.89
2024-04-27,LG KS-Q18,0.0393,22.86
2024-03-23,LG FHM1207,0.0113,32.26
2025-05-21,Xiaomi MDY-11,0.0005,27.28
2024-02-01,Orient Aeroquiet,0.004,31.98
2025-02-02,Xiaomi MDY-11,0.0003,31.47
2025-05-16,TP-Link Archer C6,0.0003,33.88
2025-02-27,Usha Striker Galaxy,0.0036,29.78
2024-03-18,Prestige PKOSS 1.5,0.0308,30.03
2025-07-28,Daikin FTKF 1.5T,0.0236,32.46
2025-06-11,Samsung EP-TA800,0.0002,33.59
2025-11-18,LG 43LM5650,0.0041,29.96
2024-02-22,TP-Link Archer C6,0.0006,34.21
2024-01-11,Philips Ace Saver,0.0003,31.55
2025-07-21,Kirloskar Mega 54S,0.0136,33.47
2025-10-14,LG GL-T302,0.0082,28.49
2025-02-18,Samsung UA43T5400,0.004,26.47
2025-06-27,LG 24MP60G,0.0014,21.97
2025-07-22,Usha Mist Air IC,0.0037,30.61
2024-06-18,Sony Bravia X75,0.0055,31.8
2024-11-03,Daikin FTKF 1.5T,0.0224,29.88
2025-08-27,Bosch WAK24168,0.0045,26.59
2024-04-27,Dell P2422H,0.0013,26.06
2024-05-21,Lenovo IdeaPad 3,0.0014,28.23
2024-04-03,Bajaj Majesty RX14,0.0821,28.97
2024-07-04,Bajaj Majesty RX14,0.0843,29.64
2024-04-08,Dell OptiPlex 7090,0.0107,27.23
2024-11-15,Xiaomi MDY-11,0.0008,29.75
2024-02-18,LG KS-Q18,0.0288,30.8
2024-11-15,Dell OptiPlex 7090,0.0104,24.67
2025-04-10,Usha Mist Air IC,0.0018,26.76
2025-02-06,Prestige PKOSS 1.5,0.0417,33.56
2024-09-22,HP Pavilion 14,0.0036,34.29
2024-09-12,Philips GC1905,0.0468,32.58
2025-07-24,Samsung MS23F301,0.0405,27.89
2025-10-07,Bosch WAK24168,0.0254,31.0
2024-04-01,Samsung UA43T5400,0.0014,27.61
2025-05-16,LG 24MP60G,0.0016,27.7
2024-07-23,LG 24MP60G,0.0012,31.34
2025-05-05,Syska SSK-BLS-9W,0.0004,30.85
2024-10-31,LG FHM1207,0.0343,26.1
2025-06-23,Dell OptiPlex 7090,0.0044,29.2
2024-08-30,Bajaj Majesty RX14,0.0669,31.66
2024-12-29,Orient Winter HC,0.0752,35.02
2025-01-27,Orient Aeroquiet,0.0016,33.56
2024-08-22,LG GL-T302,0.0084,28.37
2024-07-19,LG 24MP60G,0.0008,28.73
2024-09-07,Samsung MS23F301,0.0193,24.69
2025-06-23,Samsung LF24T350,0.0016,29.08
2025-05-30,Usha Striker Galaxy,0.0013,24.82
2024-11-07,Orient Winter HC,0.0883,29.46
2024-04-02,Panasonic NN-ST34,0.0368,26.03
2025-08-22,Philips Ace Saver,0.0005,32.54
2024-05-05,Samsung EP-TA800,0.0004,35.42
2025-12-26,TP-Link Archer C6,0.0004,27.71
2024-11-15,Samsung EP-TA800,0.0003,30.17
2024-06-03,Dell OptiPlex 7090,0.0035,25.05
2024-07-27,Samsung UA43T5400,0.0041,26.14
2025-05-18,Philips HD9306,0.0461,35.14
2025-05-09,Netgear R6120,0.0003,29.97
2025-09-05,TP-Link Archer C6,0.0004,29.06
2025-11-29,Xiaomi MDY-11,0.0004,32.11
2025-03-26,Panasonic SR-WA18,0.0172,30.05
2024-01-23,LG 24MP60G,0.0012,28.97
2025-08-11,Panasonic F-M12D3,0.0007,35.86
2025-12-10,Panasonic SR-WA18,0.0135,33.01
2025-02-14,Bajaj Majesty RX14,0.0218,27.49
2024-05-14,Panasonic SR-WA18,0.0218,36.27
2025-11-05,Panasonic NN-ST34,0.0411,28.5
2025-12-28,LG 24MP60G,0.0018,29.3
2025-09-03,Orient Winter HC,0.0503,30.98
2025-02-18,Orient Winter HC,0.0345,30.1
2024-10-13,Xiaomi MDY-11,0.0005,28.48
2024-12-22,Samsung RT28T,0.0061,27.65
2025-08-25,Philips Ace Saver,0.0004,32.31
2025-05-24,Philips HD3119,0.0243,29.92
2024-04-22,Lenovo ThinkCentre M70,0.0101,27.64
2025-02-14,Sony Bravia X75,0.002,36.18
2024-12-19,Bosch WAK24168,0.0165,26.68
2025-02-22,Prestige PKOSS 1.5,0.0376,35.03
2025-02-08,Netgear R6120,0.0001,29.33
2024-07-18,Sony Bravia X75,0.0039,28.84
2024-11-21,Samsung MS23F301,0.0536,34.19
2024-03-02,LG KS-Q18,0.0695,27.48
2024-05-05,Panasonic SR-WA18,0.0162,30.21
2025-11-25,Bosch WAK24168,0.0312,28.17
2025-08-05,Lenovo IdeaPad 3,0.002,30.02
2025-01-28,TP-Link Archer C6,0.0003,32.22
2025-08-05,Philips Ace Saver,0.0005,26.91
2024-12-01,LG GL-T302,0.0082,30.12
2024-07-15,Samsung UA43T5400,0.0046,31.24
2025-03-01,Orient Winter HC,0.0623,36.36
2025-11-26,TP-Link Archer C6,0.0005,32.59
2024-11-25,CRI MHBS,0.038,30.47
2024-10-11,LG 43LM5650,0.0032,30.26
2025-01-10,Xiaomi MDY-11,0.0004,26.64
2025-08-21,Panasonic F-M12D3,0.0028,31.94
2025-06-28,Syska SSK-BLS-9W,0.0001,28.67
2025-01-05,LG 43LM5650,0.0045,29.77
2024-02-03,Philips Ace Saver,0.0005,31.95
2025-02-15,Lenovo ThinkCentre M70,0.0088,30.51
2025-01-01,Netgear R6120,0.0005,27.5
2025-06-06,Netgear R6120,0.0002,35.14
2024-04-28,Philips HD9306,0.0522,26.83
2025-11-23,Bajaj Majesty RX14,0.0473,29.8
2024-04-15,Bosch WAK24168,0.0198,31.02
2025-08-24,Philips HD9306,0.0442,28.65
2025-04-16,Whirlpool IF INV 278,0.0033,24.57
2024-01-24,Orient Winter HC,0.055,33.65
2025-02-03,Prestige PKOSS 1.5,0.0749,24.79
2024-02-20,Orient Winter HC,0.0457,27.54
2025-07-12,Dell Inspiron 3520,0.0019,32.59
2024-04-01,LG GL-T302,0.01,32.83
2024-11-09,Usha Mist Air IC,0.0034,24.27
2025-06-25,Daikin FTKF 1.5T,0.0508,28.97
2024-07-08,LG KS-Q18,0.0336,30.23
2025-03-07,Whirlpool IF INV 278,0.0069,31.22
2024-05-15,Panasonic SR-WA18,0.0167,32.1
2024-05-21,Bajaj Majesty RX14,0.0976,30.21
2025-05-20,Lenovo IdeaPad 3,0.0025,29.97
2025-05-07,Usha Striker Galaxy,0.0033,30.49
2025-05-07,Orient Aeroquiet,0.0043,31.89
2025-02-26,Panasonic NN-ST34,0.06,32.83
2025-04-29,Havells Leganza,0.0008,26.85
2025-07-31,Samsung LF24T350,0.001,23.02
2025-09-28,Philips HD3119,0.0213,28.9
2025-03-03,Prestige PKOSS 1.5,0.0911,29.83
2024-01-22,Lenovo IdeaPad 3,0.0042,30.89
2024-01-13,TP-Link Archer C6,0.0001,23.17
2025-01-19,HP EliteDesk 800,0.0066,30.37
2024-03-31,Samsung MS23F301,0.0445,26.34
2025-05-14,Panasonic NN-ST34,0.0488,32.01
2024-10-24,Orient Aeroquiet,0.0031,31.77
2024-03-12,Samsung RT28T,0.0043,26.77
2025-02-27,LG 24MP60G,0.0016,33.95
2024-12-17,Philips HD9306,0.0506,26.54
2024-03-11,Whirlpool IF INV 278,0.0048,27.2
2024-02-01,Sony Bravia X75,0.0052,28.25
2024-07-08,Xiaomi MDY-11,0.0002,27.79
2024-12-06,Philips HD3119,0.0158,29.9
2025-09-14,Netgear R6120,0.0003,31.82
2024-03-09,Syska SSK-BLS-9W,0.0004,28.91
2024-04-28,Samsung WA65A4002,0.0115,18.93
2024-11-28,Panasonic F-M12D3,0.0011,27.28
2025-02-01,Philips HD3119,0.0134,31.18
2025-09-22,LG FHM1207,0.0106,34.43
2025-01-28,Panasonic SR-WA18,0.0201,30.02
2025-03-03,Philips HD9306,0.0602,26.46
2024-12-18,Dell Inspiron 3520,0.0018,31.99
2025-01-27,Bosch WAK24168,0.0139,30.7
2024-05-14,Samsung EP-TA800,0.0006,27.58
2025-09-16,Usha Striker Galaxy,0.0037,34.96
2025-08-12,Orient Aeroquiet,0.0032,32.55
2025-07-16,Bosch WAK24168,0.0142,27.07
2025-11-12,Prestige PKOSS 1.5,0.0844,31.0
2025-04-26,Panasonic F-M12D3,0.0034,28.91
2024-03-30,Usha Mist Air IC,0.001,30.5
2025-03-18,Panasonic SR-WA18,0.0261,24.81
2025-06-09,Philips HD9306,0.0652,27.57
2025-08-17,LG 43LM5650,0.006,32.11
2024-11-19,Samsung EP-TA800,0.0005,32.14
2025-07-05,Philips Ace Saver,0.0007,35.22
2024-11-13,Philips HD3119,0.0184,31.81
2025-02-20,Dell OptiPlex 7090,0.0123,24.73
2024-10-31,CRI MHBS,0.0322,27.62
2025-11-26,Bajaj MX3,0.0279,27.49
2025-04-04,Bosch WAK24168,0.0126,35.17
2025-10-26,Samsung EP-TA800,0.0001,31.51
2025-12-15,Samsung UA43T5400,0.0018,33.5
2024-03-25,LG FHM1207,0.0034,28.98
2024-02-23,Bosch WAK24168,0.004,29.77
2025-06-08,CRI MHBS,0.0282,36.93
2025-06-13,HP EliteDesk 800,0.0154,29.08
2025-07-29,Usha Mist Air IC,0.0017,26.45
2025-08-16,Philips HD3119,0.0292,26.95
2025-11-20,HP Pavilion 14,0.001,38.96
2024-09-14,LG 43LM5650,0.0042,29.83
2024-03-19,Usha Striker Galaxy,0.0034,33.96
2025-09-05,Syska SSK-BLS-9W,0.0002,26.62
2025-04-10,Kirloskar Mega 54S,0.0235,30.9
2024-08-06,Orient Winter HC,0.0872,31.4
2025-06-14,Prestige PKOSS 1.5,0.02,29.1
2025-12-02,CRI MHBS,0.0557,34.04
2025-05-12,LG KS-Q18,0.0502,37.26
2025-04-06,Syska SSK-BLS-9W,0.0005,28.74
2025-10-20,CRI MHBS,0.0181,25.83
2026-01-06,Dell OptiPlex 7090,0.0045,32.35
2024-05-07,Panasonic SR-WA18,0.0145,33.4
2025-07-27,Syska SSK-BLS-9W,0.0002,26.97
2025-02-13,Havells Leganza,0.0006,27.48
2025-04-10,Bosch WAK24168,0.027,33.99
2024-06-29,TP-Link Archer C6,0.0001,27.49
2024-10-15,Syska SSK-BLS-9W,0.0003,32.0
2024-09-02,Syska SSK-BLS-9W,0.0003,34.03
2025-03-25,Prestige PKOSS 1.5,0.0309,29.41
2025-11-22,Kirloskar Mega 54S,0.0255,30.25
2025-01-21,Prestige PKOSS 1.5,0.0447,28.15
2025-04-05,Xiaomi MDY-11,0.0001,32.84
2025-04-13,Xiaomi MDY-11,0.0002,25.26
2024-10-05,Orient Apex,0.0013,29.14
2025-09-21,Samsung WA65A4002,0.0135,24.24
2025-11-28,Samsung MS23F301,0.0285,32.02
2024-12-20,Philips GC1905,0.028,31.27
2024-01-25,Samsung RT28T,0.006,28.44
2025-06-28,TP-Link Archer C6,0.0005,33.49
2025-11-01,Havells Stealth Air,0.0012,27.27
2025-02-18,LG 24MP60G,0.0018,24.2
2025-09-23,Lenovo IdeaPad 3,0.0005,27.58
2025-09-03,Panasonic SR-WA18,0.0241,32.66
2025-12-15,Xiaomi MDY-11,0.0002,29.46
2024-12-29,Lenovo ThinkCentre M70,0.0093,29.63
2024-10-27,LG GL-T302,0.0092,25.26
2024-03-23,HP Pavilion 14,0.0009,25.44
2025-11-06,Philips Ace Saver,0.0004,21.61
2025-09-20,Samsung LF24T350,0.0013,33.79
2025-03-15,Panasonic SR-WA18,0.0343,25.01
2024-11-21,Whirlpool IF INV 278,0.0111,26.02
2025-12-04,Panasonic SR-WA18,0.0286,31.79
2024-04-11,Orient Winter HC,0.0811,27.6
2024-07-19,Usha Mist Air IC,0.0018,28.58
2025-11-25,Philips GC1905,0.0404,23.86
2025-01-28,LG GL-T302,0.0039,30.74
2024-11-27,Samsung EP-TA800,0.0007,28.26
2025-04-23,Philips GC1905,0.0959,36.03
2025-02-03,HP EliteDesk 800,0.0047,25.95
2024-03-22,Syska SSK-BLS-9W,0.0005,28.36
2025-04-21,Philips HD9306,0.0319,29.74
2024-02-16,Netgear R6120,0.0001,27.61
2025-11-08,Panasonic NN-ST34,0.0382,33.41
2024-03-09,TP-Link Archer C6,0.0003,31.86
2024-04-22,Bosch WAK24168,0.0195,31.13
2025-04-14,Panasonic SR-WA18,0.0156,27.65
2024-11-28,Samsung LF24T350,0.0013,32.52
2025-05-23,Prestige PKOSS 1.5,0.0713,31.52
2024-02-11,ASUS VivoBook 15,0.0039,29.63
2025-03-11,Daikin FTKF 1.5T,0.1079,29.22
2025-04-21,Havells Stealth Air,0.0012,26.01
2025-07-16,Philips GC1905,0.0477,35.26
2025-05-09,Orient Aeroquiet,0.0026,28.22
